Value,REG_CODE_7,REG_NAME_7,MVG_NAME,MVS_NAME,count,pct,count.Extant,pct.Extant,EFG_DK,EFG_IBRA_MVS,EFG_IBRA_MVG,EGF_CM,EFG_combined
136,BBS,Brigalow Belt South,Rainforests and Vine Thickets,Tropical or sub-tropical rainforest,3248,0.0004,490,0.0001,T1.2,T1.2,T1.2,,T1.2
137,BBS,Brigalow Belt South,Rainforests and Vine Thickets,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),3396,0.0004,,,,T2.5,T1.2,,T2.5
138,BBS,Brigalow Belt South,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),6,0,198,0,T2.5,T2.5,T2.5,,T2.5
139,BBS,Brigalow Belt South,Eucalypt Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),12,0,18,0,T2.5,T2.5,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,T2.5
140,BBS,Brigalow Belt South,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,434040,0.0565,150776,0.0196,"T2.6, 0.9; TF1.5, 0.1","T2.6, 0.9; TF1.5, 0.1","T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,"T2.6, 0.9; TF1.5, 0.1"
141,BBS,Brigalow Belt South,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,80,0,593,0.0001,T2.6,"T2.6, 0.9; TF1.5, 0.1",T2.6,,T2.6
142,BBS,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus open forests with a shrubby understorey,34,0,,,,"T2.6, 0.9; TF1.5, 0.1",T4.2 (QLD);T2.6 (NSW),,"T2.6, 0.9; TF1.5, 0.1"
143,BBS,Brigalow Belt South,Eucalypt Tall Open Forests,Eucalyptus open forests with a grassy understorey,31,0,31,0,,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",T2.5,,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)"
144,BBS,Brigalow Belt South,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,1582317,0.206,255091,0.0332,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)","T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)","T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)"
145,BBS,Brigalow Belt South,Eucalypt Low Open Forests,Eucalyptus open forests with a grassy understorey,1060,0.0001,1060,0.0001,,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",T2.6,,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)"
146,BBS,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus open forests with a grassy understorey,15729,0.002,15710,0.002,TF1.5,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",T4.2 (QLD);T2.6 (NSW),,TF1.5
147,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus open forests with a grassy understorey,1,0,,,,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)","T4.4, 0.51; T2.6, 0.49",,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)"
148,BBS,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,3979672,0.518,2750520,0.3578,T4.2,T4.2,T4.2 (QLD);T2.6 (NSW),,T4.2
149,BBS,Brigalow Belt South,Other Forests and Woodlands,Eucalyptus woodlands with a shrubby understorey,935,0.0001,,,,T4.2,T1.2,,T4.2
150,BBS,Brigalow Belt South,Eucalypt Open Forests,Eucalyptus woodlands with a tussock grass understorey,7,0,10748,0.0014,,T4.2 (QLD);T2.6 (NSW),"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,T4.2 (QLD);T2.6 (NSW)
151,BBS,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,8822752,1.1484,3901002,0.5075,T4.2 (QLD);T2.6 (NSW),T4.2 (QLD);T2.6 (NSW),T4.2 (QLD);T2.6 (NSW),,T4.2 (QLD);T2.6 (NSW)
152,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus woodlands with a tussock grass understorey,448,0.0001,,,,T4.2 (QLD);T2.6 (NSW),"T4.4, 0.51; T2.6, 0.49",,T4.2 (QLD);T2.6 (NSW)
153,BBS,Brigalow Belt South,Acacia Open Woodlands,Eucalyptus woodlands with a tussock grass understorey,143,0,,,,T4.2 (QLD);T2.6 (NSW),T1.2,,T4.2 (QLD);T2.6 (NSW)
154,BBS,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,863,0.0001,824,0.0001,T4.3,T4.3,T4.2 (QLD);T2.6 (NSW),,T4.3
155,BBS,Brigalow Belt South,Callitris Forests and Woodlands,Callitris forests and woodlands,1173707,0.1528,782330,0.1018,T2.6,T2.6,T2.6,,T2.6
156,BBS,Brigalow Belt South,Acacia Forests and Woodlands,Brigalow (Acacia harpophylla) forests and woodlands,6031050,0.785,265196,0.0345,T1.2,T1.2,T1.2,,T1.2
157,BBS,Brigalow Belt South,Acacia Forests and Woodlands,Other Acacia forests and woodlands,636059,0.0828,456570,0.0594,"T5.6, 0.6; T2.6, 0.4","T5.6, 0.6; T2.6, 0.4",T1.2,,"T5.6, 0.6; T2.6, 0.4"
158,BBS,Brigalow Belt South,Acacia Shrublands,Other Acacia forests and woodlands,590,0.0001,590,0.0001,T2.6,"T5.6, 0.6; T2.6, 0.4",T1.2,,T2.6
159,BBS,Brigalow Belt South,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,3480,0.0005,1689,0.0002,"TF1.2, 0.2; T4.2, 0.8","TF1.2, 0.2; T4.2, 0.8","TF1.2, 0.2; T4.2, 0.8",,"TF1.2, 0.2; T4.2, 0.8"
160,BBS,Brigalow Belt South,Acacia Open Woodlands,Melaleuca open forests and woodlands,176,0,,,,"TF1.2, 0.2; T4.2, 0.8",T1.2,,"TF1.2, 0.2; T4.2, 0.8"
161,BBS,Brigalow Belt South,Other Forests and Woodlands,Other forests and woodlands,1864,0.0002,11300,0.0015,T1.2,T1.2,T1.2,,T1.2
162,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus low open woodlands with hummock grass,2038,0.0003,1559,0.0002,T4.2,T4.2,"T4.4, 0.51; T2.6, 0.49",,T4.2
163,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus low open woodlands with tussock grass,182678,0.0238,300716,0.0391,T4.2,T4.2,"T4.4, 0.51; T2.6, 0.49",,T4.2
164,BBS,Brigalow Belt South,Acacia Forests and Woodlands,Mulga (Acacia aneura) woodlands +/- tussock grass +/- forbs,90169,0.0117,31873,0.0041,T5.3,T5.3,T1.2,,T5.3
165,BBS,Brigalow Belt South,Acacia Forests and Woodlands,Other Acacia tall open shrublands and [tall] shrublands,980,0.0001,,,,T1.2,T1.2,,T1.2
166,BBS,Brigalow Belt South,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,2683,0.0003,55000,0.0072,T1.2,T1.2,T1.2,,T1.2
167,BBS,Brigalow Belt South,Acacia Shrublands,Acacia (+/- low) open woodlands and shrublands with chenopods,96,0,,,,,T1.2,,T1.2
168,BBS,Brigalow Belt South,"Chenopod Shrublands, Samphire Shrublands and Forblands",Acacia (+/- low) open woodlands and shrublands with chenopods,797,0.0001,797,0.0001,,,T5.1,,T5.1
169,BBS,Brigalow Belt South,Acacia Open Woodlands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,8420,0.0011,7184,0.0009,T1.2,T1.2,T1.2,,T1.2
170,BBS,Brigalow Belt South,Other Shrublands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,48,0,48,0,T2.6,T1.2,"T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2",,T2.6
171,BBS,Brigalow Belt South,Tussock Grasslands,Acacia (+/- low) open woodlands and shrublands +/- tussock grass,3285,0.0004,,,,T1.2,"T4.5, 0.9; T5.1, 0.1",,T1.2
172,BBS,Brigalow Belt South,Acacia Open Woodlands,Acacia (+/- low) open woodlands and sparse shrublands with a shrubby understorey,25,0,25,0,T1.2,T1.2,T1.2,,T1.2
173,BBS,Brigalow Belt South,Casuarina Forests and Woodlands,Casuarina and Allocasuarina forests and woodlands,126816,0.0165,64506,0.0084,TF1.2,TF1.2,TF1.2,,TF1.2
174,BBS,Brigalow Belt South,Mallee Woodlands and Shrublands,Mallee with hummock grass,189124,0.0246,189124,0.0246,T2.6,T2.6,T2.6,,T2.6
175,BBS,Brigalow Belt South,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",87,0,87,0,T2.6,T2.6,T2.6,,T2.6
176,BBS,Brigalow Belt South,Mallee Woodlands and Shrublands,Mallee with a dense shrubby understorey,790,0.0001,,,,,T2.6,,T2.6
177,BBS,Brigalow Belt South,Heathlands,Heathlands,510,0.0001,510,0.0001,T2.6,T2.6,T2.6,,T2.6
178,BBS,Brigalow Belt South,"Chenopod Shrublands, Samphire Shrublands and Forblands",Saltbush and bluebush shrublands,326,0,267,0,T5.1,T5.1,T5.1,,T5.1
179,BBS,Brigalow Belt South,Other Shrublands,Other shrublands,36717,0.0048,33220,0.0043,"T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2","T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2","T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2",,"T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2"
180,BBS,Brigalow Belt South,Hummock Grasslands,Hummock grasslands,8197,0.0011,10090,0.0013,T5.3,T5.3,T5.3,,T5.3
181,BBS,Brigalow Belt South,Tussock Grasslands,Mitchell grass (Astrebla) tussock grasslands,93134,0.0121,5963,0.0008,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
182,BBS,Brigalow Belt South,Tussock Grasslands,Blue grass (Dicanthium) and tall bunch grass (Vitiveria syn: Chrysopogon) tussock grasslands,645409,0.084,130921,0.017,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
183,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Temperate tussock grasslands,103,0,,,,"T4.5, 0.9; T5.1, 0.1","T4.4, 0.51; T2.6, 0.49",,"T4.5, 0.9; T5.1, 0.1"
184,BBS,Brigalow Belt South,Tussock Grasslands,Temperate tussock grasslands,152618,0.0199,45894,0.006,"T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1","T4.5, 0.9; T5.1, 0.1",,"T4.5, 0.9; T5.1, 0.1"
185,BBS,Brigalow Belt South,Eucalypt Open Forests,Other tussock grasslands,257636,0.0335,,,,T4.5,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,T4.5
186,BBS,Brigalow Belt South,Eucalypt Woodlands,Other tussock grasslands,346563,0.0451,,,,T4.5,T4.2 (QLD);T2.6 (NSW),,T4.5
187,BBS,Brigalow Belt South,Callitris Forests and Woodlands,Other tussock grasslands,47987,0.0062,,,,T4.5,T2.6,,T4.5
188,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Other tussock grasslands,3,0,,,,T4.5,"T4.4, 0.51; T2.6, 0.49",,T4.5
189,BBS,Brigalow Belt South,Tussock Grasslands,Other tussock grasslands,194775,0.0254,101244,0.0132,T4.5,T4.5,"T4.5, 0.9; T5.1, 0.1",,T4.5
190,BBS,Brigalow Belt South,"Inland aquatic - freshwater, salt lakes, lagoons",Other tussock grasslands,1645,0.0002,34,0,"T4.4, 0.1; T7.1, 0.5; T7.2, 0.3; TF1.2, 0.1",T4.5,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3",,"T4.4, 0.1; T7.1, 0.5; T7.2, 0.3; TF1.2, 0.1"
191,BBS,Brigalow Belt South,Eucalypt Woodlands,"Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",597,0.0001,,,,TF1.5,T4.2 (QLD);T2.6 (NSW),,TF1.5
192,BBS,Brigalow Belt South,Tussock Grasslands,"Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",653,0.0001,,,,TF1.5,"T4.5, 0.9; T5.1, 0.1",,TF1.5
193,BBS,Brigalow Belt South,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",3919,0.0005,5542,0.0007,TF1.5,TF1.5,TF1.5,,TF1.5
194,BBS,Brigalow Belt South,"Chenopod Shrublands, Samphire Shrublands and Forblands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",117,0,,,,TF1.5,T5.1,,TF1.5
195,BBS,Brigalow Belt South,"Inland aquatic - freshwater, salt lakes, lagoons","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",373,0,,,,TF1.5,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3",,TF1.5
196,BBS,Brigalow Belt South,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",3519,0.0005,3578,0.0005,T5.1,T5.1,T5.1,,T5.1
197,BBS,Brigalow Belt South,Mangroves,Mangroves,210,0,90,0,MFT1.2,MFT1.2,MFT1.2,,MFT1.2
198,BBS,Brigalow Belt South,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",4819,0.0006,6918,0.0009,F2.3,F2.3,F2.3,,F2.3
199,BBS,Brigalow Belt South,Eucalypt Woodlands,"Freshwater, dams, lakes, lagoons or aquatic plants",5,0,,,,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3",T4.2 (QLD);T2.6 (NSW),,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3"
200,BBS,Brigalow Belt South,Eucalypt Open Woodlands,"Freshwater, dams, lakes, lagoons or aquatic plants",1,0,,,,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3","T4.4, 0.51; T2.6, 0.49",,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3"
201,BBS,Brigalow Belt South,"Other Grasslands, Herblands, Sedgelands and Rushlands","Freshwater, dams, lakes, lagoons or aquatic plants",2150,0.0003,,,,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3",TF1.5,,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3"
202,BBS,Brigalow Belt South,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",55829,0.0073,64481,0.0084,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3","F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3","F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3",,"F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3"
203,BBS,Brigalow Belt South,Acacia Open Woodlands,Mulga (Acacia aneura) open woodlands and sparse shrublands +/- tussock grass,1548,0.0002,,,,,T1.2,,T1.2
204,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,389284,0.0507,415538,0.0541,"T4.2, 0.8 (Qld); T5.6, 0.2 (Qld); T2.1, 0.51 (NSW); T2.6, 0.49 (NSW)","T4.2, 0.8 (Qld); T5.6, 0.2 (Qld); T2.1, 0.51 (NSW); T2.6, 0.49 (NSW)","T4.4, 0.51; T2.6, 0.49",,"T4.2, 0.8 (Qld); T5.6, 0.2 (Qld); T2.6 (NSW)"
205,BBS,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus open woodlands with a grassy understorey,1111,0.0001,,,,"T4.4, 0.51; T2.6, 0.49",T4.2 (QLD);T2.6 (NSW),,"T4.4, 0.51; T2.6, 0.49"
206,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,991974,0.1291,168033,0.0219,"T4.4, 0.51; T2.6, 0.49","T4.4, 0.51; T2.6, 0.49","T4.4, 0.51; T2.6, 0.49",,"T4.4, 0.51; T2.6, 0.49"
207,BBS,Brigalow Belt South,Other Shrublands,Melaleuca shrublands and open shrublands,219,0,219,0,T4.2,T4.2,"T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2",,T4.2
208,BBS,Brigalow Belt South,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,2515,0.0003,11193,0.0015,T2.5,T2.5,T2.5,,T2.5
209,BBS,Brigalow Belt South,Eucalypt Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,766,0.0001,766,0.0001,,T2.5,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,T2.5
210,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Eucalyptus (+/- low) open woodlands with a chenopod or samphire understorey,20816,0.0027,20816,0.0027,"T5.6, 0.6; T2.6, 0.4","T5.6, 0.6; T2.6, 0.4","T4.4, 0.51; T2.6, 0.49",,"T5.6, 0.6; T2.6, 0.4"
211,BBS,Brigalow Belt South,Other Shrublands,Lignum shrublands and wetlands,11709,0.0015,11709,0.0015,TF1.5,TF1.5,"T2.6, 0.3; T3.2, 0.5, TF1.5, 0.2",,TF1.5
212,BBS,Brigalow Belt South,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",673,0.0001,243445,0.0317,TF1.2,TF1.2,T4.2 (QLD);T2.6 (NSW),,TF1.2
213,BBS,Brigalow Belt South,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",43838,0.0057,43731,0.0057,T2.5,T2.5,T2.5,,T2.5
214,BBS,Brigalow Belt South,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",59,0,396,0.0001,T2.5,T2.5,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,T2.5
215,BBS,Brigalow Belt South,Rainforests and Vine Thickets,Dry rainforest or vine thickets,541949,0.0705,154231,0.0201,T1.2,T1.2,T1.2,,T1.2
216,BBS,Brigalow Belt South,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",463,0.0001,1874,0.0002,TF1.3,TF1.3,TF1.5,,TF1.3
217,BBS,Brigalow Belt South,Other Open Woodlands,Callitris open woodlands,12129,0.0016,12129,0.0016,T2.6,T2.6,T4.4,,T2.6
218,BBS,Brigalow Belt South,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a tussock grass understorey,2665,0.0003,1419,0.0002,TF1.2,TF1.2,T4.4,,TF1.2
219,BBS,Brigalow Belt South,Other Open Woodlands,Casuarina and Allocasuarina open woodlands with a shrubby understorey,4065,0.0005,4065,0.0005,T4.4,T4.4,T4.4,,T4.4
220,BBS,Brigalow Belt South,Other Open Woodlands,Other open woodlands,29561,0.0038,21822,0.0028,T4.4,T4.4,T4.4,,T4.4
221,BBS,Brigalow Belt South,Eucalypt Open Forests,Unclassified native vegetation,5171,0.0007,,,,T2.6,"T2.6, 0.8 (NSW); T4.4, 0.2 (NSW); T2.6, 0.2 (Qld); T4.2, 0.6 (Qld); T1.2, 0.2 (Qld)",,T2.6
222,BBS,Brigalow Belt South,Eucalypt Woodlands,Unclassified native vegetation,1408,0.0002,,,,T2.6,T4.2 (QLD);T2.6 (NSW),,T2.6
223,BBS,Brigalow Belt South,Eucalypt Open Woodlands,Unclassified native vegetation,134,0,,,,T2.6,"T4.4, 0.51; T2.6, 0.49",,T2.6
224,BBS,Brigalow Belt South,Tussock Grasslands,Unclassified native vegetation,55,0,,,,T2.6,"T4.5, 0.9; T5.1, 0.1",,T2.6
225,BEL,Ben Lomond,Rainforests and Vine Thickets,Cool temperate rainforest,41161,0.0054,36199,0.0047,T2.3,T2.3,T2.3,,T2.3
226,BEL,Ben Lomond,Eucalypt Tall Open Forests,Eucalyptus (+/- tall) open forest with a dense broad-leaved and/or tree-fern understorey (wet sclerophyll),132373,0.0172,65999,0.0086,T2.5,T2.5,T2.5,,T2.5
227,BEL,Ben Lomond,Eucalypt Open Forests,Eucalyptus open forests with a shrubby understorey,161326,0.021,139052,0.0181,T2.6,T2.6,T2.6,,T2.6
228,BEL,Ben Lomond,Eucalypt Low Open Forests,Eucalyptus open forests with a shrubby understorey,1169,0.0002,1169,0.0002,T4.4,T2.6,T4.4,,T4.4
229,BEL,Ben Lomond,Eucalypt Open Forests,Eucalyptus open forests with a grassy understorey,6807,0.0009,,,,,T2.6,,T2.6
230,BEL,Ben Lomond,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,115091,0.015,78274,0.0102,T2.6,T2.6,T2.6,,T2.6
231,BEL,Ben Lomond,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,15121,0.002,13581,0.0018,T4.4,T4.4,T2.6,,T4.4
232,BEL,Ben Lomond,Acacia Forests and Woodlands,Other Acacia forests and woodlands,5261,0.0007,,,,,,,
233,BEL,Ben Lomond,Melaleuca Forests and Woodlands,Melaleuca open forests and woodlands,52,0,52,0,,,,,
234,BEL,Ben Lomond,Other Forests and Woodlands,Other forests and woodlands,4485,0.0006,4478,0.0006,"T2.6, 0.51; T4.4, 0.49","T2.6, 0.51; T4.4, 0.49","T2.6, 0.51; T4.4, 0.49",,"T2.6, 0.51; T4.4, 0.49"
235,BEL,Ben Lomond,"Naturally bare - sand, rock, claypan, mudflat","Boulders/rock with algae, lichen or scattered plants, or alpine fjaeldmarks",2814,0.0004,2811,0.0004,"T3.2, 0.2; T6.4, 0.8","T3.2, 0.2; T6.4, 0.8","T3.2, 0.2; T6.4, 0.8",,"T3.2, 0.2; T6.4, 0.8"
236,BEL,Ben Lomond,Acacia Shrublands,Other Acacia tall open shrublands and [tall] shrublands,337,0,337,0,TF1.2,TF1.2,TF1.2,,TF1.2
237,BEL,Ben Lomond,Low Closed Forests and Tall Closed Shrublands,"Low closed forest or tall closed shrublands (including Acacia, Melaleuca and Banksia)",28498,0.0037,23697,0.0031,T2.6,T2.6,T2.6,,T2.6
238,BEL,Ben Lomond,Heathlands,Heathlands,4788,0.0006,4641,0.0006,T6.4,T6.4,T6.4,,T6.4
239,BEL,Ben Lomond,Other Shrublands,Other shrublands,4262,0.0006,4180,0.0005,"T3.2, 0.51; T6.4, 0.49","T3.2, 0.51; T6.4, 0.49","T3.2, 0.51; T6.4, 0.49",,"T3.2, 0.51; T6.4, 0.49"
240,BEL,Ben Lomond,Heathlands,Temperate tussock grasslands,7032,0.0009,,,,"T4.4, 0.6; T4.5, 0.4",T6.4,,"T4.4, 0.6; T4.5, 0.4"
241,BEL,Ben Lomond,"Other Grasslands, Herblands, Sedgelands and Rushlands","Wet tussock grassland with herbs, sedges or rushes, herblands or ferns",1756,0.0002,1722,0.0002,"T4.5, 0.3; T6.4, 0.7","T4.5, 0.3; T6.4, 0.7",TF1.6,,"T4.5, 0.3; T6.4, 0.7"
242,BEL,Ben Lomond,"Chenopod Shrublands, Samphire Shrublands and Forblands","Mixed chenopod, samphire +/- forbs",108,0,108,0,T6.4,T6.4,T6.4,,T6.4
243,BEL,Ben Lomond,"Other Grasslands, Herblands, Sedgelands and Rushlands",Saline or brackish sedgelands or grasslands,41,0,43,0,MFT1.3,MFT1.3,TF1.6,,MFT1.3
244,BEL,Ben Lomond,"Inland aquatic - freshwater, salt lakes, lagoons","Naturally bare, sand, rock, claypan, mudflat",2,0,,,,"T3.2, 0.4; TF1.2, 0.1",FM1.2,,"T3.2, 0.4; TF1.2, 0.1"
245,BEL,Ben Lomond,"Naturally bare - sand, rock, claypan, mudflat","Naturally bare, sand, rock, claypan, mudflat",794,0.0001,477,0.0001,"T3.2, 0.4; TF1.2, 0.1","T3.2, 0.4; TF1.2, 0.1","T3.2, 0.2; T6.4, 0.8",,"T3.2, 0.4; TF1.2, 0.1"
246,BEL,Ben Lomond,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",1911,0.0002,1473,0.0002,FM1.2,FM1.2,FM1.2,,FM1.2
247,BEL,Ben Lomond,Mallee Open Woodlands and Sparse Mallee Shrublands,"Freshwater, dams, lakes, lagoons or aquatic plants",292,0,,,,FM1.2,,,FM1.2
248,BEL,Ben Lomond,Eucalypt Open Woodlands,Eucalyptus open woodlands with shrubby understorey,54,0,37,0,T4.4,T4.4,T4.4,,T4.4
249,BEL,Ben Lomond,Eucalypt Open Woodlands,Eucalyptus open woodlands with a grassy understorey,30,0,,,,,T4.4,,T4.4
250,BEL,Ben Lomond,Eucalypt Tall Open Forests,Eucalyptus tall open forest with a fine-leaved shrubby understorey,33468,0.0044,14827,0.0019,T2.5,T2.5,T2.5,,T2.5
251,BEL,Ben Lomond,Other Forests and Woodlands,Leptospermum forests and woodlands,1991,0.0003,1988,0.0003,TF1.6,TF1.6,"T2.6, 0.51; T4.4, 0.49",,TF1.6
252,BEL,Ben Lomond,"Inland aquatic - freshwater, salt lakes, lagoons",Leptospermum forests and woodlands,4,0,,,,TF1.6,FM1.2,,TF1.6
253,BEL,Ben Lomond,Eucalypt Woodlands,"Eucalyptus woodlands with ferns, herbs, sedges, rushes or wet tussock grassland",25659,0.0033,25659,0.0033,T2.6,T2.6,T2.6,,T2.6
254,BEL,Ben Lomond,Eucalypt Tall Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",20884,0.0027,,,,T2.5,T2.5,,T2.5
255,BEL,Ben Lomond,Eucalypt Open Forests,"Eucalyptus tall open forests and open forests with ferns, herbs, sedges, rushes or wet tussock grasses",20749,0.0027,20184,0.0026,T2.5,T2.5,T2.6,,T2.5
256,BEL,Ben Lomond,"Other Grasslands, Herblands, Sedgelands and Rushlands","Sedgelands, rushes or reeds",8808,0.0011,8654,0.0011,TF1.6,TF1.6,TF1.6,,TF1.6
